sep=,
180512143657Time,Lights,input0,input1,angleFR,angleFL,angleBR,angleBL,powerFR,powerFL,powerBR,powerBL
0.292755126953125,0,112.7770238237238,0.19630843079195553,1,64.87217581924389,41.43846691103688,-34.91940201245768,-16.1225987777172,0.7309946920489873,1.0,0.37856685882463337,0.7803586526697556
0.4931061267852783,0,93.19755777385085,0.17927911200137064,1,56.97613244420336,32.207697972859066,-53.39292518739251,-28.86272343828216,0.6356896887971241,1.0,0.580965170294943,0.9661361957057854
0.6264421939849854,0,93.19755777385085,0.17927911200137064,1,56.97613244420336,32.207697972859066,-53.39292518739251,-28.86272343828216,0.6356896887971241,1.0,0.580965170294943,0.9661361957057854
0.8264508247375488,0,93.19755777385085,0.17927911200137064,1,56.97613244420336,32.207697972859066,-53.39292518739251,-28.86272343828216,0.6356896887971241,1.0,0.580965170294943,0.9661361957057854
1.026461124420166,0,91.93493230955276,0.14808443537387714,1,64.78107710703506,34.80189915437659,-63.27710960922013,-33.03289762341504,0.6308714231997102,1.0,0.597764997847186,0.9794509890960437
1.2264666557312012,0,98.13010235415598,0.01414213562373095,1,-68.13362934022145,59.649904105812965,67.60039645422188,-58.979345989595686,-0.9298523012692204,1.0,-0.9088161624239514,0.9804700479399322
1.4264750480651855,0,-87.07927847899963,0.09812746812182611,1,-39.9680657771708,-80.98679564435727,41.85887016436388,81.55963472449338,-0.9718009461783913,-0.6320509893408425,-1.0,-0.6746046057755024
1.6264841556549072,0,63.43494882292201,0.011180339887498949,1,-65.85445803957835,59.62087398863166,67.24902365721235,-61.26020470831196,-0.8988882021697693,0.9507891459203769,-0.9507891459203769,1.0
1.8264894485473633,0,65.55604521958347,0.06041522986797286,1,-80.90972307917768,43.876697285924564,83.48019824834302,-53.39292518739251,-0.5806814549565515,0.827270598940665,-0.8079692495750138,1.0
2.0265064239501953,0,14.272513384400336,0.11763077828527703,1,-38.04704253182608,19.09349200048561,80.11587599247795,-68.49856567595211,-0.2058610595393363,0.38786234917531,-0.9444265847205212,1.0
2.226516008377075,0,7.6819046162514555,0.2169469981354893,1,54.71325102494026,-32.0053832080835,82.81703109549389,-74.09607769263934,-0.20981465184059858,0.3231434011742372,-0.9693299388776442,1.0
2.4265246391296387,0,6.501978510989742,0.2737608445340568,1,70.1678701497816,-49.01417569541104,84.04754056203248,-75.89988166498702,-0.2980675842972351,0.37143971583200275,-0.9751291310956874,1.0
2.6265316009521484,0,6.186230328920914,0.2876751640305433,1,72.07208023799276,-52.066729716401085,84.23736711340155,-76.33539961944311,-0.3185657165936822,0.38428696917621374,-0.976630759862808,1.0
2.826538562774658,0,5.657899302405305,0.3245812687140156,1,76.04170992548862,-58.26332874340633,84.80557109226521,-77.25333866575133,-0.3675910544218319,0.4194559905787305,-0.9793772793252711,1.0
3.0265448093414307,0,-0.9963478965049255,0.1150173899895142,1,-24.44395478041652,25.615484320642153,73.79792985016877,-74.59862563627377,-0.30649832684888,0.2933640271046981,-1.0,0.9960528239194564
3.226551055908203,0,176.19855929549675,0.30166372005927394,1,-83.04704253182608,78.10493948196387,-69.98643320477987,57.82439810223516,-0.9857762778293947,1.0,-0.3486781536884332,0.3870679332215452
3.4265568256378174,0,175.74397327451635,0.4311890536643991,1,-85.75996644954805,79.54743953461023,-81.26921502626321,69.08600064328732,-0.9861043646745702,1.0,-0.48031310370722097,0.5082311084168563
3.6265621185302734,0,4.000185760513105,0.14334922392534952,1,-6.1466256596466735,4.707852244372219,77.49189911304529,-73.82242976627228,-0.21429057467445903,0.2795583438402767,-0.9837517892149379,1.0
3.826573610305786,0,17.508266311886402,0.33239885679707143,1,-81.48601207024967,-43.6599922191003,-86.93569910937038,-69.45740133720159,0.3385937649671036,0.48504248203745637,0.937752381118567,1.0
4.0265793800354,0,23.990315965840033,0.41811960011460836,1,-67.73174634535127,-43.43886624428248,-79.87532834460217,-65.27268561330987,0.4280269427430125,0.5760849522819146,0.9226771870314526,1.0
4.226588726043701,0,29.99419505444377,0.4560800368356414,1,-58.01564276510592,-38.95834067625742,-74.31876621925426,-60.927546749003966,0.46322225457870514,0.6248883099717145,0.9077937305344607,1.0
4.426592111587524,0,33.08943488049093,0.47623628589178296,1,-53.38868890056008,-36.622816275894365,-71.3774019151029,-58.608442930895706,0.48232780813423154,0.6490117624790487,0.9007906786059738,1.0
